number_of_previous_reports,verified_report_count,transaction_price,reference_market_price,price_deviation_percentage,imei_status,seller_report_frequency,information_completeness,risk_label
1.0,1.0,21313.96,14887.170710601069,43.17,0.0,0.2885807399412834,0.6153874993862102,1
1.0,1.0,135755.05,117587.74007161411,15.45,0.0,0.16603202711448406,0.6152055059366994,1
0.0,0.0,111062.71,86235.50895835758,28.79,0.0,0.16936562951906692,0.3893893949807399,1
0.0,0.0,106191.98,114802.14040103214,7.5,0.0,0.1588294411646604,0.8894929959816151,0
8.0,0.0,65542.65,67856.55923452569,3.41,4.0,5.2226640341639925,0.5733797035704629,2
2.0,0.0,185817.75,188877.56246030988,1.62,1.0,1.9059699394296499,0.7072770757752078,1
4.0,1.0,135766.18,122355.96652589021,10.96,2.0,3.2345130335464645,0.8999502922872362,2
3.0,1.0,185001.22,192629.3388411307,3.96,1.0,1.9968243533405303,0.8414340771117597,1
2.0,0.0,24679.26,76501.13130914514,67.74,1.0,1.6880793373834164,0.43876658392768686,2
5.0,0.0,9590.82,10435.012095801198,8.09,2.0,3.3496311280836526,0.732957955924793,1
1.0,1.0,141598.24,158440.45734286372,10.63,0.0,0.27448283569538173,0.6470117624900835,1
8.0,1.0,235771.52,167201.98236652202,41.01,4.0,5.381144310561277,0.48210650611684636,2
6.0,0.0,12235.27,21153.64546806384,42.16,3.0,4.4441822845048815,0.3286005324570675,2
6.0,1.0,84918.25,128820.15340784061,34.08,3.0,4.2558416465601585,0.7408539156158624,2
3.0,1.0,123742.53,135593.39473762285,8.74,1.0,1.747239604589323,0.8458984404100365,1
0.0,0.0,22934.02,37689.4347390374,39.15,0.0,0.4713595149467599,0.9592028881922543,1
8.0,2.0,71287.39,114979.66504199042,38.0,4.0,5.466829786315007,0.5484886311246218,2
3.0,1.0,41975.98,56207.7873291893,25.32,1.0,1.9984983647966137,0.5794520060748468,1
0.0,0.0,14275.65,13125.82360885807,8.76,0.0,0.07823795764389746,0.4141039412974261,1
2.0,0.0,167462.51,174713.10717146238,4.15,1.0,1.5017843618176387,0.9892312163330257,1
5.0,2.0,139123.39,103422.08253302818,34.52,3.0,4.218655151036552,0.8947108974146496,2
4.0,0.0,110522.12,158522.8291730351,30.28,2.0,3.366670081680024,0.9703226102810598,2
5.0,0.0,104691.94,147349.67612353066,28.95,3.0,4.0364280050643995,0.6467429966878124,2
6.0,1.0,176100.58,198803.99959276052,11.42,3.0,4.186800816086693,0.44684696893119785,2
0.0,0.0,101348.48,93211.14674122671,8.73,0.0,0.2907297383938011,0.7012291876111774,0
7.0,0.0,73735.82,91234.61528386375,19.18,4.0,5.106273712525583,0.5604643410662133,2
2.0,1.0,76494.4,63533.55773972234,20.4,1.0,1.865570998889118,0.5435051015672824,1
4.0,0.0,134920.68,128777.97054661078,4.77,2.0,3.1147688274878758,0.3576549988161678,1
1.0,1.0,93374.05,102361.375105504,8.78,0.0,0.42033600760690926,0.35120445029140845,1
7.0,0.0,106404.59,148464.61320691707,28.33,4.0,5.174136668838979,0.5651589870898571,2
1.0,1.0,110075.91,77737.22270387119,41.6,0.0,0.2993242236985552,0.9483389807869171,1
0.0,0.0,28331.13,34860.50090577192,18.73,0.0,0.27207700355000297,0.806116597335456,1
2.0,2.0,185302.9,173862.7359026963,6.58,1.0,1.648223358238802,0.8323910061231687,1
1.0,0.0,152654.17,167328.91897329007,8.77,0.0,0.21953581190467808,0.46400347351869453,1
0.0,0.0,86015.54,76690.0355519914,12.16,0.0,0.4229865459460965,0.8141707277578969,1
5.0,0.0,159603.21,141166.82632727985,13.06,2.0,3.2741721428129487,0.5844233884736632,2
3.0,1.0,152321.33,103556.55219236625,47.09,1.0,1.5277934804136688,0.3415734273312423,2
8.0,1.0,170893.38,154584.69845490903,10.55,4.0,5.356516145460662,0.5763694972628137,2
2.0,2.0,95296.97,84125.15004625736,13.28,1.0,1.5912262488980968,0.3918776512026582,1
5.0,2.0,160917.36,111771.45472433363,43.97,3.0,4.243031381753424,0.8975896240520138,2
2.0,2.0,23341.68,20985.059772301975,11.23,1.0,1.7342694403535563,0.8882058451324353,1
4.0,0.0,42277.45,43232.89650173546,2.21,2.0,3.2432434642751393,0.5012282498099478,1
4.0,0.0,108866.3,158535.46547726955,31.33,2.0,3.015507003162997,0.7283456119429095,2
3.0,2.0,86053.08,82497.44161284671,4.31,1.0,1.6361942596007124,0.5546318028500824,1
7.0,2.0,10465.45,16670.030603622134,37.22,4.0,5.025367736359447,0.40795832204053045,2
3.0,0.0,34024.78,41850.89428526987,18.7,1.0,1.7074783513104457,0.7545851179860337,1
0.0,0.0,97465.01,88203.62609626676,10.5,0.0,0.31066836364310774,0.8320746503176457,0
4.0,2.0,136257.73,146403.49033318667,6.93,2.0,3.327037062854642,0.8423059187460271,1
6.0,1.0,77077.7,79062.15794337388,2.51,3.0,4.032274001829763,0.40445441012521605,2
0.0,0.0,180447.13,151585.29333198513,19.04,0.0,0.05944455248246949,0.6588049629465967,1
2.0,1.0,123907.87,173031.51158606584,28.39,1.0,1.8307533893314352,0.3167295500396152,2
8.0,2.0,78631.57,74815.9566990854,5.1,4.0,5.2655938247766985,0.36311864833994834,2
6.0,2.0,133725.08,162071.3584623408,17.49,3.0,4.416706004114287,0.35673580715977143,2
8.0,0.0,18909.1,34107.32652673601,44.56,4.0,5.102571083607171,0.3400335554853508,2
5.0,0.0,104124.21,88903.86976361531,17.12,2.0,3.0601711437881916,0.5336385443404842,2
5.0,2.0,16594.18,28536.85529350259,41.85,2.0,3.1810120730686737,0.5503757205972195,2
3.0,0.0,20567.74,19980.317871007384,2.94,1.0,1.8185335674966359,0.7885092394491597,1
8.0,0.0,28733.47,22260.20172223491,29.08,4.0,5.242983620677677,0.5309158049546266,2
2.0,2.0,19203.63,29902.885145510925,35.78,1.0,1.5492966330489495,0.3982770629244237,2
6.0,0.0,217618.27,168787.92544911575,28.93,3.0,4.0356460444632125,0.9628129416931186,2
2.0,0.0,66562.96,113298.6534904011,41.25,1.0,1.8388468135794283,0.9128334827899893,2
4.0,0.0,196330.88,190003.75567763203,3.33,2.0,3.148484105708362,0.3869580287826434,1
5.0,1.0,100616.5,112220.05724937757,10.34,3.0,4.334741235508598,0.5539450899784041,2
5.0,1.0,178156.18,129455.15313897349,37.62,2.0,3.147457441538328,0.4176592556894801,2
7.0,2.0,39127.62,45051.95261669368,13.15,4.0,5.157397105921771,0.9713779992030773,2
3.0,2.0,168828.9,112710.39392040459,49.79,1.0,1.6049073657066744,0.5491843144731928,2
4.0,1.0,104766.54,83207.4842726321,25.91,2.0,3.491858480761532,0.36868219884255404,2
3.0,2.0,160086.04,186972.71500667033,14.38,1.0,1.5080351450467804,0.8087907918309163,1
3.0,0.0,149843.56,187445.0309985405,20.06,1.0,1.5636262169308175,0.798202261329777,1
3.0,1.0,32259.93,47714.73637542579,32.39,1.0,1.9181450904708681,0.4687241190065841,2
0.0,0.0,163066.18,127824.86414828952,27.57,0.0,0.06908086703026056,0.5250232956440867,1
1.0,0.0,136280.41,131253.40256448582,3.83,0.0,0.14034844597053658,0.5905132282442084,1
4.0,2.0,45957.87,116881.66509702339,60.68,2.0,3.1313924841388294,0.4873900012401533,2
5.0,0.0,30337.71,33622.64451907837,9.77,2.0,3.348492791128941,0.502221395723375,2
4.0,1.0,84907.86,134262.91057976376,36.76,2.0,3.205600589019912,0.8611132744130598,2
1.0,1.0,111919.0,161826.20413559803,30.84,0.0,0.42029391131549465,0.8262954236586295,1
3.0,0.0,84339.05,75592.94643209472,11.57,1.0,1.873713597869537,0.7848404483793405,1
1.0,1.0,139814.08,107764.82336938987,29.74,0.0,0.2655506656039081,0.780741489791394,1
6.0,0.0,27887.28,32102.309806362802,13.13,3.0,4.124530887809537,0.6653173514647115,2
7.0,0.0,96498.14,186830.85518253528,48.35,4.0,5.396209404768015,0.5456448945727412,2
1.0,1.0,19898.51,30812.192102740803,35.42,0.0,0.4329952770472533,0.8043814618341825,1
4.0,0.0,35358.85,49591.65026696694,28.7,2.0,3.4181412555543025,0.38145741627447827,2
1.0,1.0,50993.82,66710.91040200664,23.56,0.0,0.02585688380575102,0.39874935364468445,1
0.0,0.0,184891.98,166900.14544458417,10.78,0.0,0.34897934142771986,0.3883856455620317,1
1.0,0.0,185403.64,143124.62489544743,29.54,0.0,0.3519693181410385,0.8129026362252265,1
1.0,0.0,15661.85,11332.74322058948,38.2,0.0,0.47153776994808555,0.7140786190545982,1
5.0,0.0,39702.41,44876.693960288,11.53,2.0,3.131739183364517,0.6151122655581933,2
8.0,0.0,137962.23,152528.72404646134,9.55,4.0,5.393173414754963,0.6333619390001612,2
0.0,0.0,111567.61,86728.55329015435,28.64,0.0,0.34454825008115664,0.8792915290198029,1
5.0,0.0,7312.02,14980.5711687794,51.19,2.0,3.4393634855944333,0.3851758452764389,2
6.0,0.0,194322.39,193144.2068808047,0.61,3.0,4.346654015157061,0.5682709962419064,2
8.0,0.0,52264.13,38734.25345870679,34.93,4.0,5.4262272683667225,0.8321163438504708,2
5.0,0.0,130889.93,106988.66160889725,22.34,2.0,3.179787673518497,0.7604875593997492,2
1.0,1.0,49735.21,57180.05855252025,13.02,0.0,0.07881221036605118,0.6046027050345164,1
4.0,2.0,169364.45,150119.17084281833,12.82,2.0,3.181676017322962,0.45703884674170886,1
3.0,0.0,100597.77,157577.95881898474,36.16,1.0,1.9075258444226222,0.962508849313471,2
8.0,2.0,116720.39,85471.87666972968,36.56,4.0,5.065824988839311,0.5855435539995564,2
3.0,2.0,71713.96,135105.42807721606,46.92,1.0,1.8189725896475388,0.9144845027325081,2
4.0,0.0,207830.26,182723.98106383224,13.74,2.0,3.4937780275923154,0.844481336023293,2
1.0,1.0,159819.88,164813.7325135952,3.03,0.0,0.4475074378977721,0.9030710231072097,0
3.0,1.0,65885.63,88830.56635253379,25.83,1.0,1.8355916641644752,0.3118453959670743,1
7.0,1.0,87740.67,93880.4502403612,6.54,4.0,5.396315163414081,0.6341739995859952,2
4.0,0.0,238735.09,178506.8720651339,33.74,2.0,3.058238227032811,0.4816036787723472,2
2.0,1.0,14603.34,16530.83208100516,11.66,1.0,1.749416881256785,0.49181494865766373,1
8.0,0.0,17195.3,14334.198739627009,19.96,4.0,5.265956211636496,0.4888882256270804,2
7.0,2.0,42968.39,49101.1148973542,12.49,4.0,5.391347879812962,0.5725195702921759,2
3.0,1.0,164254.37,167248.11249021528,1.79,1.0,1.641296672855783,0.5874932313072179,1
5.0,0.0,49040.66,39110.50564726816,25.39,2.0,3.0532426432208633,0.7438281737037729,2
2.0,1.0,89454.13,64203.064140187,39.33,1.0,1.8490569212935835,0.5102551866436531,2
4.0,2.0,145493.24,129523.05112663339,12.33,2.0,3.246297064785665,0.4909440022880883,2
2.0,2.0,24816.38,45006.13391166235,44.86,1.0,1.9211470298593583,0.5524257418567495,2
1.0,0.0,70295.79,67592.10483627896,4.0,0.0,0.24074484676934244,0.7805601450548495,0
7.0,2.0,112256.9,98713.41815340651,13.72,4.0,5.423135389594164,0.30011982293714634,2
7.0,0.0,29892.16,53340.76391590825,43.96,4.0,5.25391750090921,0.8228495700587115,2
5.0,0.0,169866.88,198558.5999558073,14.45,3.0,4.391349254911457,0.5372781263947078,2
7.0,0.0,39223.7,41054.74329104089,4.46,4.0,5.3603725894598835,0.703367841275592,2
6.0,2.0,140620.2,171488.0499348481,18.0,3.0,4.133041270190065,0.8330656045669917,2
6.0,2.0,130048.26,99318.96798475664,30.94,3.0,4.154699162543521,0.6575846173432955,2
5.0,1.0,28393.44,34533.499146835806,17.78,3.0,4.449597761259614,0.7530058739716818,2
2.0,2.0,27772.07,32512.369860890314,14.58,1.0,1.6155035638150022,0.9439585110931612,1
2.0,0.0,71721.9,105056.25064966251,31.73,1.0,1.8487502781304708,0.32090639067633914,2
1.0,0.0,59998.77,77168.83257914994,22.25,0.0,0.07256006599865233,0.5446701853217932,1
4.0,2.0,36837.74,54574.4368314688,32.5,2.0,3.377579185624621,0.9487979115095426,2
1.0,1.0,197503.11,192198.43606149228,2.76,0.0,0.1116449247896632,0.886200880792962,0
1.0,0.0,76894.46,98042.15072030626,21.57,0.0,0.297032686375658,0.7317795869461028,1
4.0,0.0,284839.17,186474.08646074226,52.75,2.0,3.282121743868519,0.46051206597862326,2
2.0,1.0,56870.7,41159.947952315575,38.17,1.0,1.601757126516758,0.531373126549564,2
0.0,0.0,28861.99,44858.55277370233,35.66,0.0,0.24570166056284493,0.9005694633866379,1
6.0,2.0,105830.71,123245.2612790658,14.13,3.0,4.439624012721461,0.7887900200973783,2
7.0,2.0,36385.91,61276.3720971963,40.62,4.0,5.340264674076013,0.4999551607627018,2
0.0,0.0,47277.74,45138.19256613948,4.74,0.0,0.496327199549583,0.39257185126367,0
0.0,0.0,34982.18,27990.223228529103,24.98,0.0,0.39227713049809837,0.84653923387296,1
2.0,2.0,36712.65,24491.42735836113,49.9,1.0,1.8217277171515023,0.7033572758043858,2
5.0,1.0,133979.55,153101.993228551,12.49,3.0,4.281601032077709,0.9744067329356167,2
6.0,0.0,33809.25,63610.997810265144,46.85,3.0,4.468714323014364,0.584543823991276,2
0.0,0.0,157679.62,195899.63912845062,19.51,0.0,0.2635067186762645,0.5443188746293386,1
5.0,2.0,27467.08,44793.01422103371,38.68,3.0,4.2013363853179095,0.5035293000719155,2
0.0,0.0,102056.55,77344.8635045311,31.95,0.0,0.4172467896845517,0.6373160960348705,1
3.0,0.0,70794.24,81232.63770164335,12.85,1.0,1.9701222094601758,0.5259107497301326,1
7.0,2.0,132914.24,105029.03061999768,26.55,4.0,5.239458445950086,0.351233419850929,2
0.0,0.0,168456.61,175420.81510609615,3.97,0.0,0.06861926180630129,0.5184903405249707,0
0.0,0.0,144579.94,168606.33989319557,14.25,0.0,0.3041864091060844,0.4532201533121437,1
3.0,1.0,10293.46,11891.702864121113,13.44,1.0,1.8704411309645326,0.8707694973949911,1
5.0,1.0,83028.28,87758.4627220699,5.39,2.0,3.18681804159172,0.46491477318768754,1
8.0,2.0,213100.17,167307.97889771056,27.37,4.0,5.373939428782316,0.6212100997132557,2
8.0,2.0,8620.28,10037.583487074937,14.12,4.0,5.265525671321146,0.7709167696537355,2
1.0,0.0,128467.84,111391.51872146633,15.33,0.0,0.15067806520489807,0.40445881091271224,1
0.0,0.0,46046.74,59300.36805330836,22.35,0.0,0.31476061422141377,0.6718977391051699,1
5.0,2.0,81528.79,88426.02435599912,7.8,3.0,4.194473782758193,0.8930308661470192,2
0.0,0.0,116105.38,89857.89297697353,29.21,0.0,0.3934127519776255,0.7088565262362638,1
8.0,0.0,99006.54,84433.34373632773,17.26,4.0,5.001540013958429,0.637670507278439,2
5.0,0.0,179524.36,179470.52322013996,0.03,2.0,3.4090890579766557,0.8872152262938586,1
1.0,1.0,98418.37,111928.08570421157,12.07,0.0,0.1532876387653801,0.9630763491652108,1
6.0,1.0,195104.04,181711.8775273171,7.37,3.0,4.4798132817399905,0.8746897795824151,2
0.0,0.0,173639.85,148081.05739105667,17.26,0.0,0.3795824338121817,0.5858866140205281,1
2.0,0.0,93758.4,76712.81348506108,22.22,1.0,1.6205201423828945,0.7281851620685054,1
4.0,0.0,140566.08,103777.09949430144,35.45,2.0,3.4893995793657404,0.6686491865210593,2
5.0,1.0,104956.89,84073.12225900542,24.84,2.0,3.249790295998361,0.5123160358788824,2
5.0,2.0,153666.44,167429.1128580611,8.22,2.0,3.261461898632299,0.6047240902714339,2
4.0,1.0,64056.21,45643.5842744831,40.34,2.0,3.4547590670469326,0.8804867456108967,2
7.0,1.0,237453.61,187918.3336296948,26.36,4.0,5.459201533740893,0.5103358900069208,2
8.0,2.0,70941.53,120280.65390786406,41.02,4.0,5.348441252108317,0.9226899399809292,2
5.0,2.0,168875.86,126234.01125393595,33.78,2.0,3.4892248197811266,0.9940005234457017,2
1.0,1.0,144696.34,108192.26604787455,33.74,0.0,0.16443515479370807,0.5147371070148428,1
6.0,1.0,81497.83,115354.33063853433,29.35,3.0,4.116168292200967,0.38591663823831995,2
7.0,2.0,223133.82,136858.32912033715,63.04,4.0,5.014628360723603,0.9700220441987424,2
2.0,1.0,132023.03,134456.69846916333,1.81,1.0,1.6731724692388936,0.41974561177324177,1
3.0,1.0,64910.98,50687.94688529321,28.06,1.0,1.8013166716560425,0.8400246662553241,1
3.0,1.0,168663.62,120663.63056588407,39.78,1.0,1.6526895249583153,0.32737943505374123,2
1.0,1.0,60533.61,77379.02373080408,21.77,0.0,0.28981012856604726,0.4648955689291079,1
5.0,2.0,73642.1,131035.75810254697,43.8,2.0,3.024192876081934,0.4821087177209752,2
3.0,0.0,177635.9,114088.57025090457,55.7,1.0,1.6770455323231155,0.5080645224373066,2
5.0,2.0,40078.38,44139.18740537359,9.2,3.0,4.374002453240347,0.9435126322612182,2
5.0,0.0,165202.67,149599.44433241684,10.43,3.0,4.052163430095484,0.42271679644693827,2
6.0,1.0,124730.01,96832.55502110315,28.81,3.0,4.357418727827758,0.42154727486202637,2
3.0,2.0,77518.29,114773.89493436604,32.46,1.0,1.8816555565047444,0.7841724556970866,2
2.0,1.0,104922.55,137802.14433571446,23.86,1.0,1.784380754558437,0.9666219748998579,1
6.0,0.0,88791.83,134045.63704425603,33.76,3.0,4.443043776535485,0.572499050902088,2
5.0,1.0,119446.13,152296.47581710847,21.57,3.0,4.477281756112825,0.8411900593062407,2
2.0,1.0,55556.53,49282.82844219231,12.73,1.0,1.517338741476856,0.3217251247539133,1
8.0,1.0,43915.41,30974.334410097817,41.78,4.0,5.339541512035271,0.8768446031649479,2
1.0,0.0,66268.04,137144.11918812542,51.68,0.0,0.11858725123676472,0.8063778307856933,1
7.0,1.0,40606.9,54837.13986647961,25.95,4.0,5.204091654502414,0.9276309562988236,2
0.0,0.0,33204.8,31774.925024467066,4.5,0.0,0.3115771412548496,0.7462179984768118,0
1.0,1.0,46159.78,34935.123633787516,32.13,0.0,0.35613613516273823,0.9589356509123259,1
5.0,2.0,65821.56,69432.02354090767,5.2,2.0,3.420095464870638,0.5729001866463206,1
0.0,0.0,216497.54,198439.53912935656,9.1,0.0,0.3526934591417964,0.8127720113045247,1
1.0,1.0,39053.96,39879.46207054615,2.07,0.0,0.3886994969316555,0.8078949457476583,0
0.0,0.0,40833.83,66721.94683670888,38.8,0.0,0.2995355996797058,0.48802550247945453,1
3.0,0.0,97759.01,184939.48885760715,47.14,1.0,1.5585295418608125,0.944405677366597,2
5.0,2.0,241498.0,193028.5319967525,25.11,3.0,4.010715157442647,0.8454237538432261,2
1.0,1.0,57961.88,53480.238618788426,8.38,0.0,0.26489152446076464,0.9064462484671945,1
5.0,2.0,190369.72,177286.01243962493,7.38,2.0,3.3577705239759,0.553813700558927,2
6.0,2.0,33122.55,36394.40945937259,8.99,3.0,4.054432794220679,0.8888783484469021,2
1.0,1.0,111006.92,154691.91814709798,28.24,0.0,0.21464797393780766,0.5204835224408139,1
1.0,1.0,13478.0,12471.550523000591,8.07,0.0,0.12808869837782239,0.9750807350003139,1
8.0,2.0,116288.38,87257.72955578241,33.27,4.0,5.283546525068454,0.3167629954560694,2
6.0,0.0,55990.6,56993.689276303754,1.76,3.0,4.195251376211914,0.7334312831466795,2
5.0,0.0,185754.26,143761.5226902333,29.21,2.0,3.1007337502170733,0.3785676579426511,2
6.0,1.0,9403.0,13050.66495748509,27.95,3.0,4.002196356869723,0.8031132213294754,2
1.0,1.0,138784.83,98331.32414979127,41.14,0.0,0.16076254769046527,0.5545818125718266,1
3.0,2.0,144485.72,142378.5147015377,1.48,1.0,1.7580810733431562,0.9094484153996678,1
6.0,0.0,17894.37,18873.925917534754,5.19,3.0,4.464604541501729,0.9108917576337514,2
0.0,0.0,89747.6,180506.03460469472,50.28,0.0,0.11373800744316448,0.5576629114527123,2
6.0,0.0,66888.42,78627.50740532529,14.93,3.0,4.256127532981816,0.8669872438730695,2
4.0,0.0,46173.99,41400.508126026085,11.53,2.0,3.283248267237176,0.77679581401163,2
6.0,2.0,55400.91,52838.25424578755,4.85,3.0,4.324613828429493,0.5985968500575987,2
2.0,2.0,34331.97,74392.12646828801,53.85,1.0,1.664283175437226,0.5402655107676616,2
3.0,2.0,50161.68,47691.2693462355,5.18,1.0,1.5497409097449888,0.44721345202845453,1
0.0,0.0,97207.85,107009.96324388856,9.16,0.0,0.4606781200911211,0.34424591699955637,1
1.0,1.0,172056.51,130257.02993487763,32.09,0.0,0.47637771442679727,0.6621515580217945,1
6.0,2.0,107478.93,92351.7206878317,16.38,3.0,4.219115569123461,0.6780283759528571,2
0.0,0.0,40054.32,91136.10848007324,56.05,0.0,0.29028748095892615,0.6108130609222391,2
1.0,1.0,119019.0,158522.9086800535,24.92,0.0,0.014513196639658554,0.9654180257994067,1
0.0,0.0,85624.26,67193.17546199818,27.43,0.0,0.023607820557587422,0.3095830820842171,1
1.0,1.0,151963.74,128326.07844237599,18.42,0.0,0.03833370791329094,0.8952134719836118,1
6.0,1.0,57633.36,179655.1011582598,67.92,3.0,4.3693731574244605,0.860575012923154,2
2.0,0.0,46248.69,52087.72936824232,11.21,1.0,1.613617245544675,0.8311266759778133,1
7.0,2.0,82239.94,127781.13870464687,35.64,4.0,5.0922236114871895,0.6674407186664506,2
0.0,0.0,189772.43,190114.638210409,0.18,0.0,0.004167666378392165,0.4332487647455724,0
4.0,2.0,135460.25,110661.09844153635,22.41,2.0,3.011448772136794,0.9040155581414067,2
2.0,2.0,275889.14,195610.56750245474,41.04,1.0,1.7026918761674965,0.8212162581943112,2
3.0,1.0,41310.79,68908.74839511132,40.05,1.0,1.7708389653385959,0.8829748500663399,2
8.0,2.0,159331.49,117215.83960657765,35.93,4.0,5.2895295908839595,0.46505130129119543,2
7.0,0.0,70844.94,69096.79272818104,2.53,4.0,5.2289555905904574,0.6880624951727552,2
7.0,2.0,10430.46,10706.690762806122,2.58,4.0,5.229780636071419,0.591171467268542,2
0.0,0.0,143731.49,199488.53908467508,27.95,0.0,0.37657109263313854,0.7477700046667595,1
1.0,1.0,57012.82,55611.41292708254,2.52,0.0,0.14478506730005875,0.8268253854751788,0
4.0,0.0,250725.18,194889.37719497902,28.65,2.0,3.11885890900447,0.421600757911491,2
0.0,0.0,173856.66,134076.23706295414,29.67,0.0,0.42716209401591543,0.42182676248046597,1
5.0,1.0,305699.1,181747.3857002288,68.2,3.0,4.344631903858042,0.3305248131571412,2
4.0,1.0,170322.53,193768.52194019026,12.1,2.0,3.2384332245414353,0.41002952683179283,2
5.0,0.0,99178.8,117887.54920497676,15.87,2.0,3.1377024127670037,0.46812126074076815,2
5.0,2.0,73298.5,199941.35541723904,63.34,3.0,4.068290909789309,0.3507630053696197,2
6.0,0.0,221396.98,155792.6827623203,42.11,3.0,4.018710598374988,0.548983668433584,2
1.0,1.0,152097.04,109524.76565777895,38.87,0.0,0.42618267899562084,0.7726164066718952,1
1.0,0.0,169030.44,134439.22399626832,25.73,0.0,0.2966927506985957,0.8551511894209052,1
4.0,1.0,51260.26,46911.55789205386,9.27,2.0,3.02291474645594,0.5420713840008101,2
3.0,0.0,10114.84,12096.19807366648,16.38,1.0,1.5792936989473771,0.35867742857360607,1
0.0,0.0,80577.54,58789.976045357005,37.06,0.0,0.13978213407661205,0.8315606283108858,1
3.0,2.0,97267.42,92644.46372678233,4.99,1.0,1.631535793856907,0.5738285818587417,1
6.0,0.0,58726.99,53329.99150373326,10.12,3.0,4.274195494610635,0.4759993165378509,2
5.0,0.0,109594.06,107666.82061737761,1.79,3.0,4.199721811593433,0.6294836828131434,2
5.0,1.0,113826.41,135009.38702268663,15.69,2.0,3.441108302130983,0.9789049932518701,1
3.0,2.0,115285.61,134600.83132900717,14.35,1.0,1.8597053503039107,0.5608478856535668,1
1.0,0.0,198336.21,179815.2418012944,10.3,0.0,0.45536628465503975,0.9716171520706955,1
4.0,0.0,202564.34,193600.62833180986,4.63,2.0,3.431409312579726,0.477218411775855,1
3.0,1.0,274744.81,179232.0525383788,53.29,1.0,1.9606845667467279,0.37388133201323004,2
4.0,0.0,113809.94,127833.24227591597,10.97,2.0,3.4900057251443823,0.41002516210167467,2
4.0,0.0,63224.78,49095.189372314526,28.78,2.0,3.1558482190297314,0.8416472178895218,2
1.0,0.0,138573.04,189255.7202422861,26.78,0.0,0.10484030192682997,0.6763291815142253,1
0.0,0.0,48898.72,43223.47500578824,13.13,0.0,0.08257618110787157,0.7073455752681423,1
1.0,1.0,31765.25,38771.20267698838,18.07,0.0,0.31404423250789215,0.9773958777965315,1
7.0,1.0,77294.62,70338.17230203265,9.89,4.0,5.3404833490882,0.6533861593632753,2
4.0,0.0,139462.38,118985.05665427475,17.21,2.0,3.043918747105323,0.3819146222611542,2
0.0,0.0,137736.3,139479.8000773028,1.25,0.0,0.4105357983663171,0.8029606640519944,0
8.0,1.0,20063.52,12525.608695670839,60.18,4.0,5.391533265721549,0.44549595484875004,2
3.0,0.0,214167.48,157824.23162675253,35.7,1.0,1.8142369666028944,0.707076610361693,2
2.0,0.0,30524.15,43253.71432657601,29.43,1.0,1.7178062397348168,0.8980651358233964,1
8.0,0.0,53656.05,66332.12178747403,19.11,4.0,5.076828644187998,0.6339567528028186,2
0.0,0.0,39813.07,71196.4779011738,44.08,0.0,0.25279613546594354,0.5199995706311163,1
1.0,1.0,99445.51,73164.73979076107,35.92,0.0,0.0795846477707422,0.7028826110449302,1
4.0,0.0,101548.48,154469.84441979954,34.26,2.0,3.3024893925444667,0.38886590389747977,2
1.0,0.0,22185.17,17779.42881841412,24.78,0.0,0.15498236516153457,0.5152948393944311,1
4.0,1.0,54017.83,47338.38549454071,14.11,2.0,3.1236531311518982,0.6528999508022637,2
0.0,0.0,16238.62,14240.65391896515,14.03,0.0,0.22052568997748478,0.47790581453486736,1
1.0,1.0,109203.45,157876.8967752356,30.83,0.0,0.29035640012933234,0.3274806850656306,1
1.0,1.0,253695.29,196907.24428937348,28.84,0.0,0.18373203278568973,0.7095986855953009,1
2.0,0.0,117980.24,135313.9602606472,12.81,1.0,1.981801700569144,0.5808731553678974,1
1.0,0.0,119146.56,122126.44437457413,2.44,0.0,0.0029488179625151156,0.5734271816043808,0
1.0,0.0,174026.56,182532.58054381554,4.66,0.0,0.4564305092238387,0.9977689571285824,0
7.0,1.0,70918.47,58441.25740906173,21.35,4.0,5.000342024741319,0.378248822320872,2
2.0,2.0,3190.53,22627.83797622099,85.9,1.0,1.608355969331712,0.40792294646434685,2
3.0,1.0,95691.76,106894.28194472099,10.48,1.0,1.9981756124272811,0.9133832722391195,1
1.0,0.0,70396.15,59466.253603027464,18.38,0.0,0.3640476878568447,0.3911831613378335,1
3.0,0.0,126723.66,95705.50678937139,32.41,1.0,1.8222491858570042,0.9423359824567821,1
1.0,0.0,104558.44,96696.97161054377,8.13,0.0,0.36304644042769857,0.7703726028989462,0
5.0,0.0,53985.15,70578.04657293319,23.51,2.0,3.204148093509687,0.669714033446704,2
1.0,1.0,90430.92,102401.67050078016,11.69,0.0,0.3921048656631463,0.4948804770706299,1
8.0,1.0,91520.72,82228.85730448132,11.3,4.0,5.07743401645914,0.551631437449937,2
7.0,0.0,27835.74,31481.27398855658,11.58,4.0,5.396946193697799,0.878168198939401,2
1.0,0.0,261353.05,174677.88440709817,49.62,0.0,0.46976333995554737,0.3402531837763515,2
1.0,1.0,116899.8,143242.00574174293,18.39,0.0,0.42884342525327906,0.8379840249043777,1
0.0,0.0,18382.36,17848.684349969702,2.99,0.0,0.3698304766516966,0.8794744797499523,0
5.0,1.0,37112.93,31999.420801548204,15.98,2.0,3.3256886565808386,0.7941768362185575,2
1.0,1.0,34657.07,28337.749435284564,22.3,0.0,0.2605460826608137,0.33815326531812373,1
7.0,1.0,14790.31,21731.273931677257,31.94,4.0,5.197611639768094,0.8198584442552719,2
